uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,8,"Implantação do Novo Portal da BHTrans, integrado ao Portal da PBH - Migração de Serviços",Percentual de execução,Serviço migrado,30,0,Atraso na contratação da empresa fornecedora CTIS. ,Licitações,0
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,1,Disponibilização de Serviço/Aplicativo de Substituição Emergencial para os Permissionários do Transporte Escolar,Percentual de Implantação,Serviço implantado,100,0,"Devido ao atraso na contratação do desenvolvimento, o aplicativo será disponibilizado em 2019.",Licitações,0
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,2,Implantação do Plano de Melhoria do Transporte Coletivo,Percentual de Implantação,Plano implantado,40,51,A equipe do projeto identificou a oportunidades de executar mais entregas do que o planejado para 2018. ,,"127,5"
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,3,Aumento do Uso do Cartão BHBUS,Unidade,Campanha realizada,1,1,Meta alcançada.,,100
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,4,Substituição de 60% da Frota Municipal por Novos Ônibus com Suspensão a Ar e Sistema de Ar Condicionado,Unidade,Ônibus substituído,500,69,"A meta de substituição de veículos não foi cumprida, pois as concessionárias estavam aguardando o resultado da auditoria fiscal e contábil do transporte coletivo. ",Institucionais,"13,8"
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,5,Ampliação da Frota do Sistema de Transporte Suplementar,Unidade,Linha criada,3,0,"Entre 14/12 a 18/12, a BHTRANS convocou os 300 adjudicatários para apresentação de documentação. Sendo aprovados, eles receberão prazo de 90 dias para adquirir os veículos e, posteriormente, iniciar a operação. ",Licitações,0
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,6,Implantação de Abrigos em Pontos de Ônibus,Unidade,Abrigo implantando,312,222,Houve atraso na implantação dos abrigos em PED em função de fatores econômicos (restrição orçamentária). ,Orçamentárias e/ou financeiras,"71,154"
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,7,Implantação e Manutenção dos Painéis Eletrônicos Informativos nos Abrigos de Ônibus,Unidade,Painel implantado,226,28,"A instalação dos 226 painéis não foi realizada não foi realizada, pois as concessionárias estavam aguardando o resultado da auditoria fiscal e contábil do transporte coletivo. ",Institucionais,"12,389"
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,2910,Qualidade no Transporte Coletivo,8,Melhorias no Serviço de Transporte por Táxi - Identificação Biométrica,Percentual de Implantação,Ação realizada,100,0,A biometria para táxis está em andamento (novas permissões já se cadastraram). Publicada portaria em que o DETRAN assume a gestão do transporte escolar. Fase de negociação com o DETRAN para definir as responsabilidades decorrentes da portaria.,Institucionais,0
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,60,Gestão da Mobilidade Urbana,2837,Gerenciamento da Mobilidade Urbana Municipal,1,Gerenciamento do Trânsito Municipal e Transporte Urbano (META NÃO CUMULATIVA),Unidade,População atendida,2500000,2500000,,,100
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,60,Gestão da Mobilidade Urbana,2837,Gerenciamento da Mobilidade Urbana Municipal,3,"Implantação de sinais de pedestre com sonorização, para garantia da acessibilidade às pessoas com deficiência visual e mobilidade reduzida",Percentual de execução,Sistema de sinalização de pedestre acessível implantado,25,"14,58","1) o quantitativo do item foi consumido no seu total disponível em contrato; 2) havia previsão de utilização do novo contrato do MOBICENTRO para a instalação dos dispositivos em novos locais. No entanto, a licitação do contrato não foi concluída.",Licitações,"58,32"
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,1,Implantação de Plano de Operação de Trânsito nos Grandes Eventos,Unidade,Plano implantado,7,7,"Grandes eventos com Plano de Operação de Trânsito: Carnaval, Expocachaça, Arraial de BH, Desfile LGBT, 7 de Setembro, Maratona, Reveillon.",,100
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,2,"Ampliação do Plano Anual de Operação de Trânsito para o Projeto ""Domingo a Rua é Nossa""",Unidade,Local atendido,10,11,"A BHTRANS identificou uma oportunidade de realização do programa ""BH é da gente!"" além do que havia planejado em 2018. ",,110
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,3,Implantação do Plano de Fiscalização da Mobilidade,Unidade,Equipamento de fiscalização eletrônica ampliado,26,26,Meta alcançada.,,100
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,4,Ampliação da Logística Urbana - Pinturas Horizontais nas Áreas de Carga e Descarga,Unidade,Pintura horizontal realizada,100,100,Meta alcançada.,,100
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,1,Projeto Pedala BH - Correção de Interseções inseguras das ciclovias/ciclorrotas,Unidade,Interseção corrigida,20,8,"A correção das interseções inseguras das ciclovias/ciclorrotas foi comprometida, visto que a BHTRANS não possui contrato próprio de manutenção e correção de interseções de ciclovias.",Orçamentárias e/ou financeiras,40
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,2,Projeto Pedala BH - Implantação de Estrutura Cicloviária,Kilômetro,Ciclovia implantada,100,0,Não houve implantação de estrutura cicloviária em 2018 por restrição orçamentária. ,Orçamentárias e/ou financeiras,0
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,3,Projeto Pedala BH - Implantação de Bicicletários/Paraciclos,Unidade,Bicicletário / paraciclo implantado,632,51,"Não houve disponibilização de recursos para implantação dos paraciclos. A implantação dos 51 paraciclos foi realizada via medida mitigadora. (Idem Programa 304, Ação 1393 e Subação 9).",Orçamentárias e/ou financeiras,"8,07"
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,4,Projeto BH a Pé - Projetar e implantar Zonas 30  ,Unidade,Zona 30 implantada,2,1,"1 Zona 30 foi implantada parcialmente (faltando sinalização, foi corrigida a geometria das vias). Outra Zona 30 depende de conclusão de projeto. ",Administrativas e/ou Gerenciais,50
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,5,Projeto BH a pé - Melhorias das condições físicas e tempos semafóricos de travessias ,Unidade,Interseção dotada com foco e tempo para pedestre em todas as travessias,25,9,"A aprovação do novo cronograma financeiro do projeto Mobicentro ocorreu em dez/18. As intervenções serão executadas em 2019 através de apostilamento dos contratos de sinalização e obras vigentes, sem licitação específica.",Licitações,36
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,6,Projeto Mobicentro - Implantação de Novas Intervenções ,Percentual de execução,Intervenção implantada,25,10,A elaboração dos projetos foi concluída. A implantação das intervenções ocorrerá em 2019 via apostilamento dos contratos de sinalização e obras vigentes (dez/18: aprovação do novo cronograma financeiro do Mobicentro).,Orçamentárias e/ou financeiras,40
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,7,Projeto Vida no Trânsito - Implantação do Plano de Educação para a Mobilidade,Unidade,Campanha realizada,18,20,"A Gerência de Educação para a Mobilidade (GEDUC) da BHTRANS identificou 2 oportunidades de eventos de conscientização e os executou, ultrapassando a meta prevista para 2018.",,"111,111"
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,8,Projeto Vida no Trânsito - Implantação de Tratamento de Segurança no Entorno de Escolas,Unidade,Entorno de escola tratado,35,42,"Após o cumprimento da meta, a BHTRANS verificou que tinha capacidade de executar o tratamento de segurança no entorno de mais algumas escolas, e como é uma questão de segurança realizamos a mais da meta. ",,120
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,304,"BH Inclusiva, Segura e Cidadã",1393,Transporte Seguro e Sustentável,9,Projeto Pedala BH- Implantação de Paraciclos,Unidade,Paraciclos Implantados,8,51,"51 paraciclos foram instalados via medida mitigadora. (Idem Programa 304, Ação 1393, Subação 3). Meta duplicada.",,"637,5"
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,1392,Implantação de Intervenções para Priorização do Transporte Coletivo,1,Projetar 54 Km de Faixas Exclusivas/Preferenciais,Unidade,Km projetado,30,7,"Em 2018, a BHTRANS desenvolveu o TR que abrange os estudos e projetos para 71,5 Km de vias de diversas regiões da cidade, divididas em 5 (cinco) lotes. A expectativa é de que estes projetos sejam contratados e elaborados em 2019.",Licitações,"23,333"
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,1392,Implantação de Intervenções para Priorização do Transporte Coletivo,2,Implantar 54 Km de Faixas Exclusivas/Preferenciais,Unidade,Km implantado,10,8,"Depende da elaboração dos projetos citados no Programa 305, Ação 1392, Subação 1 e da existência de recursos financeiros.",Licitações,80
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,1392,Implantação de Intervenções para Priorização do Transporte Coletivo,3,Projeto e Implantação de Adequação das Calçadas na Proximidade das Estações nos Corredores de BRTs e do Metrô,Percentual de adequação,Calçada adequada,25,0,A adequação das calçadas na proximidade das estações e do metrô seria executada com recurso do PAC Copa que não foi disponibilizado.,Financiamento Externo,0
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,1392,Implantação de Intervenções para Priorização do Transporte Coletivo,4,Implantação da Estação São José,Percentual de execução,Estação implantada,10,0,"O projeto executivo da Estação São José será revisto para redução dos custos de implantação e operação. Nesse sentido, a BHTRANS elaborou um TR para contratação de estudo funcional da estação. A contratação ocorrerá em 2019.",Licitações,0
2710,FUNDO MUNICIPAL DE TRANSPORTES URBANOS,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,305,Qualidade no Transporte Coletivo: um direito de todos,1392,Implantação de Intervenções para Priorização do Transporte Coletivo,5,Elaboração de Projeto do Expresso Amazonas ,Unidade,Km projetado,20,0,"O projeto do Exp. Amazonas seria elaborado, em 2018, com recursos do Banco Mundial. No entanto, a liberação desse recurso depende de reuniões da Cofiex que não ocorreram no fim de 2018. Elaboração do projeto das vias será feito com recurso do FINISA.",Financiamento Externo,0
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,141,Articulação do Planejamento do Desenvolvimento Socioeconômico ,2904,Atendimento de Proteção e Defesa do Consumidor,2,"Atendimento telefônico, eletrônico e presencial ao consumidor",Unidade,Atendimento realizado,40000,25307,"A meta relativa ao número de atendimentos não foi alcançada, devido à deficiência no número de servidores e erro no dimensionamento da meta. ",Administrativas e/ou Gerenciais,"63,268"
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,141,Articulação do Planejamento do Desenvolvimento Socioeconômico ,2904,Atendimento de Proteção e Defesa do Consumidor,3,Fiscalização para Cumprimento do Código de Defesa do Consumidor,Unidade,Ação realizada,440,2040,A meta foi subestimada e deve computar as ações que são realizadas de forma contínua. ,,"463,636"
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4600,SUBSECRETARIA DE ASSUNTOS E INVESTIMENTOS ESTRATÉGICOS,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,8,Instituir feiras mensais nas regionais de Belo Horizonte,Unidade,Feira realizada,9,0,"Esta meta está em procedimento de transferência para a Secretaria Municipal de Política Urbana que já promove a instalação de feiras nas regionais da cidade, como parte de suas competências. Foi publicado edital em 04/10 com 825 vagas em 22 feiras.",Institucionais,0
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4601,DIRETORIA DE PROJETOS ESTRATÉGICOS,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,3,BH Negócios - Capacitação de empreendedores,Unidade,Empreendedor capacitado,1300,66,"O Programa BH Negócios não foi renovado em 2018, em razão da dificuldade de captação de recursos junto a parceiros. Como alternativa, foram considerados os resultados de capacitação e fomento ao empreendedorismo da Sala Mineira do Empreendedor (SMDE)",Orçamentárias e/ou financeiras,"5,077"
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4601,DIRETORIA DE PROJETOS ESTRATÉGICOS,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,4,"BH Negócios - Formalização de MEI, Micro e Pequenas Empresas",Unidade,Empreendedor formalizado,325,466,"O melhor desempenho resultou do funcionamento de uma nova estrutura no ""BH Resolve"" denominada Sala do Empreendedor. Assim, a formalização dos empreendimentos pôde acontecer de forma mais simplificada.",,"143,385"
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4601,DIRETORIA DE PROJETOS ESTRATÉGICOS,302,Belo Horizonte Cidade Inteligente,2853,Promoção e Atração de Investimentos e Empreendedorismo,5,Atendimento e capacitação a empresas locais de TI,Unidade,Empresa capacitada,915,1893,"Ampliação do escopo de atuação da conveniada em Belo Horizonte, buscando a presença mais efetiva no segmento de empreendedorismo em TI.",,"206,885"
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4601,DIRETORIA DE PROJETOS ESTRATÉGICOS,302,Belo Horizonte Cidade Inteligente,2853,Promoção e Atração de Investimentos e Empreendedorismo,6,Aceleração e Incubação de Startups,Unidade,Empresa graduada,20,5,A qualificação de Startups depende do desempenho dos empreendedores beneficiários do programa e da receptividade do mercado. Meta superestimada. ,Erro no dimensionamento da meta,25
2800,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO,4602,DIRETORIA DE ATRAÇÃO E PROMOÇÃO DE INVESTIMENTOS,217,Fomento ao Desenvolvimento Econômico,2853,Promoção e Atração de Investimentos e Empreendedorismo,2,Participação em Eventos  e Rodadas de Negócios,Unidade,Evento realizado,5,12,"Reposicionamento estratégico na prospecção de empresas, aliado ao ambiente de negócios mais favorável do que o previsto.",,240
